,items,labels,names
1870,"jewelled decoration,pink",0,and
1871,blue butterfly on spring,89,heart
1872,flames sunglasses pink lenses,24,heart
1873,eight piece creepy crawlie set,93,wrap
1874,carnival bracelet,76,blue
1875,embroidered ribbon reel rosie,28,of
1876,folk art metal heart t-light holder,7,t-light
1877,s/4 blue dinner candle silver flock,3,silver
1878,frying pan union flag,73,potting
1879,jumbo bag pears,36,bag
1880,hardman mug 3 assorted,71,of
1881,"ruby glass necklace 42""",46,heart
1882,blue/yellow ceramic candle holder,4,candle
1883,flower blue clock with sucker,22,
1884,charlie + lola red hot water bottle,52,set
1885,black grand baroque photo frame,70,set
1886,"tumbler, baroque",71,of
1887,red retro kitchen wall clock,48,mug
1888,fairy dreams incense ,85,
1889,faux fur chocolate throw,14,christmas
1890,crochet dog keyring,72,card
1891,blackchristmas tree 30cm,82,christmas
1892,wall art dolly girl ,17,
1893,3d traditional christmas stickers,86,set
1894,tea time oven glove,70,set
1895,brocade ring purse ,39,
1896,vintage gold tinsel reel,40,vintage
1897,wrap christmas screen print,2,vintage
1898,s/12 vanilla  botanical t-lights,32,t-light
1899,pink picnic barbecue bucket,11,
1900,airline bag vintage jet set brown,57,diamante
1901,jade green pair enamel hair slides,27,blue
1902,assorted colours silk fan,29,colour
1903,flower vine raffia food cover,33,design
1904,small glass heart trinket pot,20,heart
1905,small hanging ivory/red wood bird,33,design
1906,flower garland necklace red,64,candle
1907,toadstool  lunchbox with cutlery,52,set
1908,cupboard 3 drawer ma campagne,56,
1909,knickerbockerglory magnet assorted ,37,
1910,set 12 vintage doily chalk ,40,vintage
1911,charlie+lola red hot water bottle ,94,
1912,murano style glass bracelet gold,5,bracelet
1913,ooh la la dogs collar,1,
1914,cream sweetheart wall cabinet,15,design
1915,set of 3 pantry wooden spoons,8,set
1916,pink jumper larry the lamb,35,hanging
1917,fire polished glass neckl bronze,72,card
1918,oven mitt apples design,22,
1919,decoration wobbly chicken,76,blue
1920,glass cake cover and plate,33,design
1921,mini cake stand with hanging cakes,47,candle
1922,"pearl & shell 42""neckl. ivory",92,s/3
1923,star decoration rustic,10,retrospot
1924,"folk art greeting card,pack/12",43,set
1925,pink scottie dog w flower pattern,52,set
1926,white stitched wall clock,22,
1927,chinese dragon paper lanterns,65,christmas
1928,mirrored wall art ladies,48,mug
1929,place setting white heart,58,
1930,christmas craft white fairy ,17,
1931,empire teddy,22,
1932,i love london beaker,34,
1933,carousel des child's overall,40,vintage
1934,ninja rabbit black,50,
1935,cake plate lovebird white,44,love
1936,yellow red flower piggy bank,38,flower
1937,magic slate dolly girl ,17,
1938,white baroque wall clock ,16,
1939,ceramic birdhouse finch blue roof,12,of
1940,photo cube,72,card
1941,pink chick egg warmer + egg cup,47,candle
1942,flower fairy set of 3 lily candles,66,folkart
1943,paperweight home sweet home,15,design
1944,set of 6 spice tins pantry design,52,set
1945,set of 36 teatime paper doilies,52,set
1946,english rose scented hanging flower,38,flower
1947,doormat neighbourhood witch ,17,
1948,tuscan villa bird table ,95,
1949,two embossed heart mini drawers,68,necklace
1950,hi tec alpine hand warmer,12,of
1951,classic crome bicycle bell ,81,
1952,s/4 cacti candles,56,
1953,door hanger  mum + dads room,12,of
1954,dinosaur height chart sticker set,93,wrap
1955,retrospot party bag + sticker set,47,candle
1956,regency tea plate pink,72,card
1957,hanging mini coloured bottles,24,heart
1958,candy spot bread baskets,10,retrospot
1959,silver/black pendant orbit necklace,10,retrospot
1960,filigree heart butterfly white ,81,
1961,small ceramic top storage jar ,18,
1962,folding mirror ivory ,18,
1963,dinosaur party bag + sticker set,47,candle
1964,ribbon reel socks and mittens,1,
1965,set/6 eau de nil bird t-lights,62,candles
1966,spring flower chopsticks set/5,54,candles
1967,embroidered ribbon reel rachel ,70,set
1968,set/6 black glitter reindeer candle,62,candles
1969,jumbo bag charlie and lola toys,12,of
1970,shopping bag doorstop,83,card
1971,door mat blue flock,58,
1972,set 3 paper vintage chick paper egg,40,vintage
1973,card christmas village,29,colour
1974,60 gold and silver fairy cake cases,0,and
1975,buffalo bill treasure book box,56,
1976,fairy cake candles,75,star
1977,candy spot apron,28,of
1978,envelope 50 blossom images,1,
1979,purple anemone artificial flower,38,flower
1980,purple bertie glass bead bag charm,47,candle
1981,top secret pen set,29,colour
1982,square mirror curtain,58,
1983,set/12 taper candles,37,
1984,paperweight kings choice ,17,
1985,purple amethyst necklace w tassel,68,necklace
1986,bundle of 3 alphabet exercise books,40,vintage
1987,enamel collander cream,65,christmas
1988,dairy maid  small  milk jug,23,
1989,"number tile cottage garden, 3 ",97,number
1990,ivory hanging decoration  bird,53,decoration
1991,blue drawer knob acrylic edwardian,12,of
1992,plantpot single hook pistachio,12,of
1993,bohemian collage stationery set,52,set
1994,black chunky bead bracelet w strap,12,of
1995,black vint art dec crystal bracelet,12,of
1996,wrap poppies  design,91,
1997,scandinavian 3 hearts napkin ring,52,set
1998,round georgian silver mirror,42,cards
1999,vintage union jack bunting,12,of
2000,bubblegum ring assorted,1,
2001,doormat hearts,73,potting
2002,pack/12 blue folkart cards,43,set
2003,"french blue metal door sign, 0",51,metal
2004,red retrospot cup,74,pink
2005,large green peony folding stool,21,knob
2006,camouflage dog collar,9,metal
2007,hanging bauble t-light holder large,32,t-light
2008,pink felt easter egg basket,41,christmas
2009,antique silver tea glass etched,40,vintage
2010,green fern journal ,95,
2011,purple orchid flower lights,38,flower
2012,pottering in the shed metal sign,52,set
2013,set of three vintage gift wraps,40,vintage
2014,kid's chalkboard/easel,12,of
2015,white rosebud & pearl necklace,47,candle
2016,vintage red mug,40,vintage
2017,stars gift tape ,17,
2018,photo frame cornice,49,heart
2019,orange scented set/9 t-lights,32,t-light
2020,black crystal drop earrings,19,flower
2021,pretty hanging quilted hearts,65,christmas
2022,vintage zinc watering can,40,vintage
2023,french enamel water basin,27,blue
2024,multicolour  confetti in tube,52,set
2025,crochet rose des clothes hanger,12,of
2026,"swiss roll towel, pink  spots",47,candle
2027,drawer knob ceramic red,21,knob
2028,set of 3 coloured  flying ducks,12,of
2029,24 hanging easter eggs floral tub,41,christmas
2030,white sweethearts cabinet 4 drawers,52,set
2031,large medina stamped metal bowl ,80,
2032,feltcraft princess lola doll,66,folkart
2033,moon incense,42,cards
2034,blue new baroque candlestick candle,68,necklace
2035,popart col ballpoint pen asst,52,set
2036,clam shell small ,95,
2037,silver bells table decoration,53,decoration
2038,inflatable political globe ,95,
2039,blue felt easter egg basket,99,set
2040,circus parade childrens egg cup ,41,christmas
2041,funky monkey gift bag small,57,diamante
2042,queen of the skies holiday purse ,41,christmas
2043,pop-art fluorescent pens,33,design
2044,no junk mail metal sign,12,of
2045,assorted ice cream fridge magnets,37,
2046,cream sweetheart egg holder,15,design
2047,tote bag i love london,12,of
2048,english rose set/3 garden tools,54,candles
2049,set of 3 wooden sleigh decorations,70,set
2050,drawer knob vintage glass hexagon,10,retrospot
2051,ladies & gentlemen metal sign,11,
2052,easter bunny hanging garland,96,hut
2053,toadstool money box,83,card
2054,garland with stars and bells,14,christmas
2055,set 5 mini chocolate fridge magnets,22,
2056,enchanted bird coathanger 5 hook,12,of
2057,vintage kitchen print fruits,13,enamel
2058,pink/brown dots ruffled umbrella,38,flower
2059,magnets pack of 4 vintage collage,52,set
2060,red bird house tree decoration,29,colour
2061,yellow knitted kids rucksack,12,of
2062,easter tin chicks in garden,2,vintage
2063,blue polkadot bowl,76,blue
2064,party pizza dish green white spot ,34,
2065,mirrored wall art photo frames,40,vintage
2066,crochet bear red/blue  keyring,68,necklace
2067,"flower glass garland neckl.36""green",69,garland
2068,kings choice biscuit tin,1,
2069,toast its - fairy flower,66,folkart
2070,la palmiera wall thermometer,70,set
2071,purple gemstone necklace 45cm,86,set
2072,texrio tomatoes candle+cup,3,silver
2073,pantry hook spatula,22,
2074,orange felt vase + flowers,76,blue
2075,black fine bead necklace w tassel,68,necklace
2076,ass floral print scissors,33,design
2077,office mug warmer black+silver ,3,silver
2078,vintage shells print,31,headphones
2079,hand open shape pink,79,
2080,box of 6 mini 50's crackers,12,of
2081,"biscuit tin, red,ivory, vintage",67,red
2082,set 2 pantry design tea towels,40,vintage
2083,vintage billboard drink me mug,3,silver
2084,cake stand lovebird 2 tier white,44,love
2085,happy birthday card stripey teddy,15,design
2086,red spots  wrap ,22,
2087,easter bunny garland of flowers,86,set
2088,blue savannah picnic hamper for 2,52,set
2089,blue hanging gingham easter hen,86,set
2090,beaded pearl heart white on stick,16,
2091,amethyst hoop earring floral leaf,40,vintage
2092,glass bead hoop necklace green,5,bracelet
2093,traditional pick up sticks game ,42,cards
2094,silver glass t-light set,7,t-light
2095,s/3 french vanilla squ candle,54,candles
2096,daddy mouse red gingham bow tie,44,love
2097,"biscuit tin, mint,ivory, vintage",67,red
2098,lily brooch amethyst colour,10,retrospot
2099,filigris heart with butterfly,29,colour
2100,ivory embroidered quilt ,40,vintage
2101,pastel blue photo album,26,felt
2102,"letter ""j"" bling key ring",61,ring
2103,wall art dog licence ,17,
2104,set of 4 knick knack tins london ,94,
2105,retrospot heart hot water bottle,20,heart
2106,heart mirror antique white,58,
2107,cute bird ceature screen,15,design
2108,blue paisley pocket book,50,
2109,ocean stripe hammock ,85,
2110,chrysanthemum  journal,1,
2111,zinc top  2 door wooden shelf ,80,
2112,white dove honeycomb paper garland,27,blue
2113,mini jigsaw bunnies at home,12,of
2114,sewing box retrospot design ,16,
2115,fuschia retro bar stool,1,
2116,star t-light holder willie winkie,52,set
2117,french style storage jar cafe ,55,
2118,four rabbit easter decorations,10,retrospot
2119,laundry 15c metal sign,27,blue
2120,robot pencil sharpner,76,blue
2121,t-light holder hanging lace,56,
2122,set of 6 cake chopsticks,76,blue
2123,flowers and birds wall plaque,14,christmas
2124,set of 60 pantry design cake cases ,94,
2125,montana diamond cluster necklace,64,candle
2126,red enamel flower ring,38,flower
2127,english rose design quilted throw,40,vintage
2128,retrospot babushka doorstop,12,of
2129,big pink poodle,46,heart
2130,"acrylic jewel icicle, clear ",59,acrylic
2131,3d sheet of sea world stickers,70,set
2132,blue 5 patch flower cushion cover,19,flower
2133,key-ring corkscrew,98,large
2134,dairy maid  pudding bowl,16,
2135,eau de nile jewelled t-light holder,32,t-light
2136,blue polkadot passport cover,70,set
2137,ceramic plate strawberry design,33,design
2138,set 12 kids  white chalk sticks,40,vintage
2139,"glass jar, kings choice soap",59,acrylic
2140,3 raffia ribbons vintage christmas,66,folkart
2141,baby mouse red gingham dress,20,heart
2142,wrap paisley park ,55,
2143,hand open shape gold,19,flower
2144,blue metal wall shelf,53,decoration
2145,mini ladle love heart red ,34,
2146,set of 36 vintage christmas doilies,86,set
2147,mirror mosaic candle plate,15,design
2148,necklace+bracelet pink butterfly,57,diamante
2149,wine bottle dressing dark blue,20,heart
2150,carriage,24,heart
2151,12 ivory rose peg place settings,22,
2152,set 12 colour pencils spaceboy ,91,
2153,pocket bag pink paisely brown spot,12,of
2154,zinc heart lattice charger small,47,candle
2155,glass honeypot wasp catcher,22,
2156,paper pocket traveling fan ,39,
2157,pink ear muff headphones,31,headphones
2158,love potion masala incense,83,card
2159,tea cosy blue stripe,87,marker
2160,space cadet white,58,
2161,silver/amethyst drop earrings leaf,3,silver
2162,tin can pocket money design,83,card
2163,green rose washbag,46,heart
2164,large pink glass sundae dish,75,star
2165,flowers  stickers,18,
2166,ivory wicker heart small,76,blue
2167,silver purse gold pink butterfly,3,silver
2168,laurel star antique silver ,75,star
2169,crochet poodle keyring,72,card
2170,set 10 cards david's madonna 17074,43,set
2171,ma campagne 4 drawer wall shelf,40,vintage
2172,"charlie+lola""extremely busy"" sign",90,tree
2173,paper lantern 9 point holly star s,86,set
2174,set of 16 vintage red cutlery,86,set
2175,blue flower des purse,5,bracelet
2176,blue retro bar stool,75,star
2177,gardeners kneeling pad keep calm ,91,
2178,woodland  stickers,55,
2179,christmas tree star decoration,75,star
2180,cake stand victorian filigree large,12,of
2181,enamel fire bucket cream,65,christmas
2182,white moroccan metal lantern,27,blue
2183,pin cushion russian doll red,74,pink
2184,"number tile vintage font, 1",77,number
2185,cream heart card holder,72,card
2186,"retro pill box key chain,the king",67,red
2187,black drop crystal necklace,74,pink
2188,pink heart of glass bracelet,49,heart
2189,christmas card singing angel,45,glass
2190,wrap monster fun ,39,
2191,12 pencils tall tube woodland,40,vintage
2192,alphabet hearts sticker sheet,5,bracelet
2193,flag of st george car flag,12,of
2194,set/4 garden rose dinner candle,54,candles
2195,ubo-light triobase purple,32,t-light
2196,vintage red kitchen cabinet,40,vintage
2197,floor lamp shade wood base,20,heart
2198,pop's greasy spoon metal sign,40,vintage
2199,"greeting card,square, doughnuts",52,set
2200,drawer knob acrylic edwardian clear,52,set
2201,wall mirror rectangle diamante pink,12,of
2202,mirrored wall art skulls,48,mug
2203,chest natural wood 20 drawers,12,of
2204,candy stripe rose quilt,40,vintage
2205,black small glass cake stand,40,vintage
2206,rose du sud cushion cover,12,of
2207,ivory wicker heart medium,8,set
2208,lunchbox i love london,12,of
2209,road-rage car freshener,35,hanging
2210,christmas toilet roll,14,christmas
2211,metal shelf with rail ,81,
2212,large glass rose scented candle ,55,
2213,blue  spotty pudding bowl,16,
2214,easter craft ivy wreath with chick,41,christmas
2215,playing cards i love london ,34,
2216,blue padded soft mobile,74,pink
2217,blue daisy mobile,40,vintage
2218,"pocket mirror ""glamorous""",7,t-light
2219,silver/natural shell necklace,10,retrospot
2220,set/6 posies paper plates,62,candles
2221,local cafe mug,14,christmas
2222,beaded crystal heart blue on stick,68,necklace
2223,large cake towel chocolate spots,65,christmas
2224,doormat keep calm and come in,52,set
2225,make your own monsoon card kit,99,set
2226,red  egg  spoon,95,
2227,wooden croquet garden set,70,set
2228,red retrospot plate ,95,
2229,cook with wine metal sign ,55,
2230,set 5 mini gateaux  fridge magnets,52,set
2231,landmark frame notting hill ,55,
